,lat,long,dissemination_area,quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
681,45.480295,-73.587933,24661060,4279,MONTREAL,H4C2R1,H4C,5,1,1,1,3,2, ,4,1,2,2,2,2,1,2,2,2,1, , , ,4,4,2,1,4,1, ,1,3,2,1,2,2,4,3,1,1,2,1,2,1,1,3,0.71318334403313
682,45.507607,-73.695991,24662457,4312,SAINT-LAURENT,H4R1L2,H4R,27,1,1,1,2, , ,2,1,2,2,2,2,1,1,1,1,1, , , ,2,1,4,1,4,2,1,2,9,1,1,3,3,2,1,3,1,2,2,1,1,1,1,0.91357010076408
683,45.505077,-73.674872,24660595,4321,MONTREAL,H4L,H4L,27,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,4,1,4,2,0,1,6,1,1,3,3,4,3,3,1,2,1,1,1,2, ,0.5614779907308399
684,45.523119,-73.594228,24661429,4326,MONTREAL,H2T2V1,H2T,2,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,3,4,2,2,1,3,1,2,2,2,2,1,3,2,2,1,1,2,2, ,0.91357010076408
685,45.525329,-73.591059,24661434,4332,MONTREAL,H2T1G2,H2T,2,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,2,1,4,1, ,2,1,1,1,2,2,4,3,1,1,2,2,1,1,2, ,0.5614779907308399
686,45.558328,-73.532241,24663323,4333,MONTREAL,H1V3G9,H1V,13,1,1,2, , , , , , , , , , , , , , ,15, , ,2,3,4,4,2,2,3,2,1,1,1,1,1,2,2,3,3,1,2,1,1,2, ,0.91357010076408
687,45.445739,-73.723528,24662235,4344,DORVAL,H9S3W5,H9S,20,1,1,2, , , , , , , , , , , , , , ,5, , ,2,5,2,2,4,1, ,2,1,2,1,3,3,2,4,1,2,2,2,2,1,2, ,0.98007152863766
688,45.608103,-73.526613,24660070,4348,MONTREAL,H1L4M4,H1L,13,1,1,1,2, , ,2,2,2,2,1,2,2,2,1,1,2, , , ,3,1,2,1,4,2,0,2,9,2,1,1,1,3,1,1,1,2,2,2,1,1,1,0.76672607558491
689,45.637659,-73.49265,24660048,4349,MONTREAL,H1B4J1,H1B,17,1,1,2, , , , , , , , , , , , , , ,2, , ,3,1,2,2,4,2,0,1,2,2,1,1,1,3,1,1,2,2,1,2,1,2, ,0.76672607558491
690,45.5552556624569,-73.6174629628658,24662626,4353,MONTREAL,H2E,H2E,6,1,1,1,1,2, ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,3,4,4,4,3,0,2,4,1,1,2,2,1,2,3,3,2,2,1,1,1,1,2.30148156975812
691,45.434892,-73.63161,24660889,4357,LASALLE,H8N1M6,H8N,12,1,1,2, , , , , , , , , , , , , , ,4, , ,1,3,3,1,4,3,1,2,9,1,1,3,3,1,2,2,1,2,2,1,1,2, ,2.30148156975812
692,45.57392,-73.587903,24660261,4361,SAINT-LEONARD,H1S2R4,H1S,15,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,4,1,4,1, ,2,2,2,1,1,1,3,1,3,1,2,2,2,1,2, ,0.76672607558491
693,45.451231,-73.587948,24661205,4364,MONTREAL,H4E2K5,H4E,5,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,4,4,3,2,1,2,9,1,1,2,2,2,1,3,3,1,2,1,1,2, ,0.91357010076408
694,45.45627,-73.806003,24662267,4366,POINTE-CLAIRE,H9R2A3,H9R,22,1,1,1,2, , ,4,4,1,2,2,2,2,1,1,1,1, , , ,4,4,2,3,4,2,0,1,2,2,2,3,3,4,3,1,2,2,1,2,2,1,3,0.71318334403313
695,45.528261,-73.631991,24661545,4376,MONTREAL,H3N2L9,H3N,6,1,1,2, , , , , , , , , , , , , , ,4,16, ,2,3,4,4,4,2,1,2,2,1,1,2,2,2,2,3,3,2,2,1,1,2, ,0.91357010076408
696,45.530537,-73.57949,24661902,4377,MONTREAL,H2J3M7,H2J,2,1,1,2, , , , , , , , , , , , , , ,1,12,20,1,1,4,2,3,1, ,1,9,1,1,2,2,1,1,3,2,1,1,1,1,2, ,2.30148156975812
697,45.479002,-73.82574,24663157,4385,DOLLARD-DES-ORMEAUX,H9G3B6,H9G,19,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,4,4,2,0,1,9,1,2,3,3,4,3,1,3,2,1,1,2,2, ,0.5614779907308399
698,45.478783,-73.625478,24660645,4386,COTE SAINT-LUC,H4A,H4A,11,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,4,4,4,3,1,2,5,1,1,2,2,1,2,3,3,2,2,1,1,2, ,2.30148156975812
699,45.630835,-73.604718,24662825,4389,MONTREAL,H1E6Y3,H1E,3,1,1,2, , , , , , , , , , , , , , ,19, , ,2,1,3,1,4,2,99,1,9,1,2,1,1,2,1,2,1,2,1,1,2,2, ,0.91357010076408
700,45.439425,-73.870032,24662317,4392,BEACONSFIELD,H9W2K7,H9W,30,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,3,4,4,2,0,1,3,2,2,3,3,4,3,2,3,2,1,2,2,2, ,0.71318334403313
701,45.615838,-73.628654,24662783,4398,MONTREAL-NORD,H1G1N4,H1G,14,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,2, , , ,4,4,2,4,4,2,0,1,9,2,1,1,1,4,3,1,3,2,1,2,1,1,3,0.71318334403313
702,45.454793,-73.583848,24661207,4415,MONTREAL,H4E2C3,H4E,5,1,1,2, , , , , , , , , , , , , , ,14, , ,3,4,3,1,4,1, ,2,3,2,1,2,2,3,3,2,1,2,2,2,1,2, ,0.76672607558491
703,45.584833,-73.606019,24660382,4426,SAINT-LEONARD,H1R2V2,H1R,15,1,1,2, , , , , , , , , , , , , , ,18, , ,3,1,2,1,4,2,0,2,4,1,1,1,1,3,1,1,1,2,2,1,1,2, ,0.81856585972332
704,45.538618,-73.560947,24662026,4427,MONTREAL,H2K2T8,H2K,16,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,2,4,4,1, ,1,3,1,1,2,2,4,3,1,3,2,1,1,1,2, ,0.5614779907308399
705,45.563584,-73.57173,24662081,4430,MONTREAL,H1T2C9,H1T,4,1,1,2, , , , , , , , , , , , , , ,3, , ,2,3,3,4,2,3,1,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2, ,0.91357010076408
706,45.531121,-73.579283,24661902,4433,MONTREAL,H2J3P7,H2J,2,1,1,1,2,1, ,3,1,2,2,2,2,1,1,2,1,2, , , ,2,1,4,2,3,2,1,1,6,1,1,2,2,2,1,3,2,1,1,1,1,1,2,0.91357010076408
707,45.429142,-73.636279,24660912,4449,LASALLE,H8R2X2,H8R,28,1,1,1,1, , ,2,4,2,1,2,2,1,2,1,1,1, , , ,2,1,3,2,4,2,0,2,3,2,2,3,3,2,1,2,2,2,2,2,2,1,1,0.98007152863766
708,45.568761,-73.584772,24660235,4467,MONTREAL,H1T3P3,H1T,4,1,1,1,1, , ,4,1,2,2,2,2,1,2,2,1,1, , , ,4,4,3,2,4,2,0,2,9,2,1,2,2,4,3,2,2,2,2,2,1,1,3,0.71318334403313
709,45.588221,-73.63033,24662726,4474,MONTREAL-NORD,H1H3S8,H1H,14,1,1,2, , , , , , , , , , , , , , ,1,4, ,3,1,2,1,4,2,0,2,1,1,1,1,1,3,1,1,1,2,2,1,1,2, ,0.81856585972332
710,45.448783,-73.597683,24661000,4478,MONTREAL,H4E2Y9,H4E,5,1,1,1,1, , ,3,2,2,2,2,2,1,2,2,1,1, , , ,3,4,2,1,4,2,1,2,9,2,1,2,2,3,3,1,1,2,2,2,1,1,2,0.76672607558491
711,45.612836,-73.620574,24662753,4492,MONTREAL-NORD,H1G3Z4,H1G,14,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,2,4,2,3,0,2,1,1,1,1,1,2,1,1,3,1,2,1,1,2, ,0.91357010076408
712,45.504369,-73.686594,24660584,4495,SAINT-LAURENT,H4M1G6,H4M,27,1,1,1,2, , ,4,3,2,2,2,2,2,2,2,2,2, , , ,4,2,4,1,4,2,1,1,5,1,1,3,3,4,1,3,1,2,1,1,1,1,3,0.5614779907308399
713,45.450805,-73.791705,24662263,4516,POINTE-CLAIRE,H9R4B4,H9R,22,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,2,0,2,2,2,2,3,3,2,1,1,3,2,2,2,2,2, ,0.98007152863766
714,45.472619,-73.586752,24661052,4519,MONTREAL,H4C3A9,H4C,5,1,1,2, , , , , , , , , , , , , , ,11,1, ,3,6,3,1,4,1, ,2,1,2,2,2,2,3,4,2,1,2,2,2,2,2, ,0.76672607558491
715,45.462978,-73.567708,24661146,4520,VERDUN,H4G2M3,H4G,7,1,1,2, , , , , , , , , , , , , , ,1,3, ,3,1,4,2,4,2,0,1,9,2,1,2,2,3,1,3,2,2,1,2,1,2, ,0.76672607558491
716,45.545286,-73.62848,24660455,4528,MONTREAL,H2P2B6,H2P,6,1,1,1,2, , ,4,1,1,2,2,2,1,2,2,9,2, , , ,3,4,2,1,4,2,0,1,9,1,1,2,2,3,3,1,1,2,1,1,1,1,3,0.81856585972332
717,45.517578,-73.624658,24661351,4533,OUTREMONT,H2V1A8,H2V,1,1,1,2, , , , , , , , , , , , , , ,1, , ,4,2,4,1,4,2,0,1,9,1,1,2,2,4,1,3,1,2,1,1,1,2, ,0.5614779907308399
718,45.448163,-73.601327,24660998,4540,MONTREAL,H4E2V3,H4E,5,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,4,1,4,2,0,1,6,1,1,2,2,3,3,3,1,2,1,1,1,2, ,0.81856585972332
719,45.559099,-73.668269,24662575,4545,MONTREAL,H2C,H2C,9,1,1,1,2, , ,4,9,2,2,2,1,4,1,1,9,2, , , ,4,4,1,4,4,2,0,1,1,2,1,2,2,4,3,1,3,2,1,2,1,1,3,0.71318334403313
720,45.5835803,-73.5421167,24663320,4555,MONTREAL,H1N,H1N,13,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,2,1,4,2,0,1,6,1,1,1,1,3,1,1,1,2,1,1,1,2, ,0.81856585972332
721,45.574016,-73.658003,24662663,4570,MONTREAL,H2B2J5,H2B,9,1,1,1,5, , ,4,3,2,2,2,1,2,2,1,1,1, , , ,2,1,4,1,4,1, ,2,9,1,1,2,2,2,1,3,1,2,2,1,1,1,3,0.91357010076408
722,45.484951,-73.835039,24662362,4572,DOLLARD-DES-ORMEAUX,H9G2W2,H9G,19,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,3,1,4,2,0,1,6,2,2,3,3,3,1,2,1,2,1,2,2,2, ,0.76672607558491
723,45.43819,-73.826556,24663131,4575,POINTE-CLAIRE,H9S4R9,H9S,20,1,1,2, , , , , , , , , , , , , , ,2, , ,2,1,2,1,4,2,2,1,6,1,1,3,3,2,1,1,1,2,1,1,1,2, ,0.91357010076408
724,45.420225,-73.641187,24660941,4580,LASALLE,H8R2X9,H8R,28,1,1,2, , , , , , , , , , , , , , ,13, , ,4,4,2,1,4,2,0,2,9,1,2,3,3,4,3,1,1,2,2,1,2,2, ,0.5614779907308399
725,45.507858,-73.726738,24663422,4582,SAINT-LAURENT,H4R3H1,H4R,27,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,2,1,4,1,4,2,3,1,6,1,1,3,3,2,1,3,1,2,1,1,1,1,1,0.91357010076408
726,45.678171,-73.50605,24662948,4583,MONTREAL,H1A5P2,H1A,3,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,2,1,4,1,4,2,0,1,9,2,1,1,1,2,1,3,1,2,1,2,1,1,1,0.98007152863766
727,45.580379,-73.535573,24660108,4593,MONTREAL,H1N1S9,H1N,13,1,1,2, , , , , , , , , , , , , , ,4,2, ,3,4,1,1,4,1, ,2,2,2,1,1,1,3,3,1,1,2,2,2,1,2, ,0.76672607558491
728,45.503465,-73.813293,24663007,4609,ROXBORO,H8Y1H3,H8Y,25,1,1,1,2, , ,4,3,1,2,2,2,2,2,2,1,2, , , ,4,4,3,4,4,2,0,1,9,1,2,3,3,4,3,2,3,2,1,1,2,1,3,0.5614779907308399
729,45.552017,-73.660897,24660503,4611,MONTREAL,H3L2G6,H3L,9,1,1,2, , , , , , , , , , , , , , ,5,3, ,4,4,3,1,4,1, ,2,2,1,1,2,2,4,3,2,1,2,2,1,1,2, ,0.5614779907308399
730,45.65049,-73.506428,24662924,4618,POINTE-AUX-TREMBLES,H1B3B9,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,3,1,4,2,0,1,9,1,1,1,1,2,1,2,1,2,1,1,1,2, ,0.91357010076408
731,45.526989,-73.578489,24661907,4627,MONTREAL,H2J3C9,H2J,2,1,1,2, , , , , , , , , , , , , , ,99, , ,2,1,3,1,4,1, ,2,4,2,1,2,2,2,1,2,1,2,2,2,1,2, ,0.98007152863766
732,45.419067,-73.633053,24660948,4632,LASALLE,H8R2M3,H8R,28,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,4,4,4,7,4,1,6,1,2,3,3,3,1,3,3,2,1,1,2,2, ,0.81856585972332
733,45.48686,-73.833982,24663033,4642,DOLLARD-DES-ORMEAUX,H9A3H5,H9A,19,1,1,1,2, , ,2,2,2,2,2,2,1,2,1,1,2, , , ,2,2,4,1,4,2,2,1,9,2,2,3,3,2,1,3,1,2,1,2,2,1,1,0.98007152863766
734,45.573239,-73.635883,24662973,4646,MONTREAL,H1Z2Y7,H1Z,6,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,2, ,0.71318334403313
735,45.505651,-73.836461,24662385,4656,PIERREFONDS,H8Z2H1,H8Z,25,1,1,1,2, , ,4,2,2,2,1,1,1,2,2,1,2, , , ,4,4,2,2,4,3,0,1,2,2,1,3,3,4,3,1,2,2,1,2,1,1,3,0.71318334403313
736,45.501986,-73.631529,24661331,4665,MONTREAL,H3S1R7,H3S,11,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,1, ,2,3,1,1,2,2,2,1,1,3,2,2,1,1,2, ,0.91357010076408
737,45.454243,-73.642381,24660828,4669,MONTREAL,H4B1S3,H4B,11,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,4,4,1, ,2,5,1,2,2,2,3,1,3,3,2,2,1,2,2, ,0.81856585972332
738,45.543962,-73.587405,24661972,4678,MONTREAL,H2G2K3,H2G,4,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,4,4,3,1,1,2,0,1,2,2,1,2,2,4,3,2,1,1,1,2,1,1,1,0.71318334403313
739,45.525064,-73.670724,24660536,4687,MONTREAL,H4N,H4N,27,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,9,4,4,1, ,2,9,2,1,3,3,4,3, ,3,2,2,2,1,2, ,0.71318334403313
740,45.520106,-73.722346,24662495,4702,SAINT-LAURENT,H4K1L6,H4K,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,1,4,1,4,2,2,1,6,2,1,2,2,1,1,3,1,2,1,2,1,2, ,2.16279574167529
741,45.5552556624569,-73.6174629628658,24662626,4712,MONTREAL,H2E,H2E,6,1,1,2, , , , , , , , , , , , , , ,5, , ,2,1,4,4,2,2,0,2,3,1,1,2,2,2,1,3,3,1,2,1,1,2, ,0.91357010076408
742,45.443098,-73.68583,24662199,4735,LACHINE,H8S3W4,H8S,28,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,1, , , ,2,1,4,4,4,3,2,1,4,2,1,3,3,2,1,3,3,2,1,2,1,1,3,0.98007152863766
743,45.546571,-73.55758,24661777,4739,MONTREAL,H1W2Z4,H1W,13,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,1,2, , , ,2,1,3,3,4,2,0,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,0.91357010076408
744,45.540042,-73.668729,24660512,4743,MONTREAL,H3L1W8,H3L,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,5,4,4,3,2,2,2,1,1,2,2,2,1,4,3,3,1,2,1,2,2, ,2.30148156975812
745,45.532497,-73.596136,24661444,4746,MONTREAL,H2S0A7,H2S,4,1,1,2, , , , , , , , , , , , , , ,8,1, ,2,1,2,2,4,1, ,1,3,2,1,2,2,2,1,1,2,2,1,2,1,2, ,0.98007152863766
746,45.507577,-73.717074,24663422,4747,SAINT-LAURENT,H4R0A9,H4R,27,1,1,2, , , , , , , , , , , , , , ,6, , ,3,1,4,1,4,1, ,1,5,2,2,3,3,3,1,3,1,2,1,2,2,2, ,0.76672607558491
747,45.5552556624569,-73.6174629628658,24662626,4771,SAINT-MICHEL,H2E,H2E,6,1,1,1,2,97, ,4,1,1,2,2,2,3,1,2,1,2, , , ,3,1,4,1,4,3,0,2,9,2,1,2,2,3,1,3,1,2,2,2,1,1,3,0.76672607558491
748,45.608822,-73.632761,24662792,4772,MONTREAL-NORD,H1G5A6,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,4,1,4,2,0,1,9,1,1,1,1,3,3,3,1,2,1,1,1,2, ,0.81856585972332
749,45.532473,-73.549411,24663330,4778,MONTREAL,H2K2X4,H2K,16,1,1,1,5, , ,2,2,2,2,2,2,1,2,2,1,1, , , ,4,4,1,1,4,5,0,2,1,1,1,2,2,4,3,1,1,2,2,1,1,1,1,0.5614779907308399
750,45.64275,-73.501802,24662955,4788,MONTREAL,H1B1Y1,H1B,17,1,1,1,2, , ,2,1,1,2,1,1,1,2,2,1,1, , , ,4,4,2,2,4,2,0,1,3,1,1,1,1,4,3,1,2,2,1,1,1,1,1,0.5614779907308399
751,45.544743,-73.665383,24660508,4794,MONTREAL,H3L2Z2,H3L,9,1,1,2, , , , , , , , , , , , , , ,13,11, ,4,6,2,1,4,2,0,2,9,2,1,2,2,4,4,1,1,2,2,2,1,2, ,0.71318334403313
752,45.634347,-73.604372,24662827,4825,MONTREAL,H1E5J9,H1E,3,1,1,1,2, , ,3,4,1,2,2,2,3,1,1,1,2, , , ,2,1,3,4,4,3,0,1,3,1,1,1,1,2,1,2,3,2,1,1,1,1,2,0.91357010076408
753,45.496022,-73.644477,24660615,4831,MONTREAL,H3W1B9,H3W,11,1,1,1,2, , ,2,1,2,2,2,2,2,1,1,1,1, , , ,2,2,2,4,2,2,3,2,2,1,1,2,2,2,1,1,3,1,2,1,1,1,1,0.91357010076408
754,45.5552556624569,-73.6174629628658,24662626,4854,SAINT-MICHEL,H2E,H2E,6,1,1,2, , , , , , , , , , , , , , ,4, , ,2,3,4,4,2,2,2,2,1,1,2,2,2,2,2,3,3,1,2,1,2,2, ,0.91357010076408
755,45.55813,-73.533205,24663324,4862,MONTREAL,H1V1R7,H1V,13,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,2,1,4,2,0,2,2,2,1,1,1,4,3,1,1,2,2,2,1,2, ,0.71318334403313
756,45.583734,-73.645893,24662710,4865,MONTREAL-NORD,H1H5C4,H1H,14,1,1,2, , , , , , , , , , , , , , ,1, , ,2,5,2,1,4,4,2,1,9,2,1,1,1,2,4,1,1,2,1,2,1,2, ,0.98007152863766
757,45.446227,-73.724489,24662233,4874,DORVAL,H9S3W6,H9S,20,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,99,99,2,9,1,2,3,3,4,3,1,1,2,2,1,2,2, ,0.5614779907308399
758,45.630485,-73.497511,24660060,4881,MONTREAL-EST,H1B4Z6,H1B,17,1,1,2, , , , , , , , , , , , , , ,4,5, ,3,6,1,1,4,3,0,2,1,1,1,1,1,3,4,1,1,2,2,1,1,2, ,0.81856585972332
759,45.584622,-73.584674,24660218,4890,SAINT-LEONARD,H1S2A2,H1S,15,1,1,2, , , , , , , , , , , , , , ,5, , ,2,1,3,4,3,2,1,1,2,1,1,1,1,2,1,2,3,1,1,1,1,2, ,0.91357010076408
760,45.50176,-73.87364,24663057,4892,L'ILE-BIZARD,H9C2R8,H9C,26,1,1,1,2, , ,4,3,1,2,2,2,2,2,2,1,2, , , ,4,4,3,1,4,4,0,1,5,1,1,3,3,4,3,2,1,2,1,1,1,1,3,0.5614779907308399
761,45.566187,-73.656302,24662653,4929,MONTREAL,H2C1N1,H2C,9,1,1,2, , , , , , , , , , , , , , ,17, , ,2,5,3,1,4,99,99,2,9,2,1,2,2,2,4,2,1,2,2,2,1,2, ,0.98007152863766
762,45.608507,-73.591766,24660301,4936,MONTREAL,H1J2Z2,H1J,10,1,1,2, , , , , , , , , , , , , , ,97, , ,3,1,3,4,4,2,0,1,4,1,1,1,1,3,1,2,3,2,1,1,1,2, ,0.81856585972332
763,45.559099,-73.668269,24662575,4950,MONTREAL,H2C,H2C,9,1,1,1,2, , ,3,2,1,2,2,1,1,1,1,1,2, , , ,4,4,3,2,4,1, ,2,9,2,1,2,2,4,3,2,2,2,2,2,1,1,2,0.71318334403313
764,45.532765,-73.608419,24661460,4954,MONTREAL,H2S2Y1,H2S,4,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,3,4,4,2,2,2,2,1,1,2,2,2,1,2,3,2,2,1,1,2, ,0.91357010076408
765,45.479576,-73.848489,24663040,4956,MONTREAL,H2S,H2S,4,1,1,1,5, , ,2,2,1,2,2,1,3,1,1,1,1, , , ,1,1,4,2,2,1, ,2,5,2,1,2,2,1,1,3,2,1,2,2,1,1,1,2.16279574167529
766,45.429805,-73.606711,24660978,4962,LASALLE,H8P2P3,H8P,12,1,1,1,2, , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,1,4,1,4,2,1,1,6,1,2,3,3,1,1,3,1,2,1,1,2,1,1,2.30148156975812
767,45.435568,-73.924641,24663126,4968,SAINTE-ANNE-DE-BELLEVUE,H9X4A2,H9X,23,1,1,1,1, , ,4,3,2,2,2,2,1,2,2,2,2, , , ,2,1,4,1,4,2,0,1,9,2,1,3,3,2,1,3,1,2,1,2,1,1,3,0.98007152863766
768,45.677807,-73.49654,24660016,4969,MONTREAL,H1A5L4,H1A,3,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,2,1,4,2,0,1,3,1,1,1,1,4,3,1,1,2,1,1,1,2, ,0.5614779907308399
769,45.543054,-73.613922,24661500,4981,MONTREAL,H2R2S6,H2R,6,1,1,2, , , , , , , , , , , , , , ,4,6, ,3,5,3,1,4,1, ,2,1,1,2,2,2,3,4,2,1,2,2,1,2,2, ,0.81856585972332
770,45.530594,-73.645221,24661561,4982,MONTREAL,H3N2V4,H3N,6,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,2, , , ,2,1,3,2,4,1, ,2,3,2,1,2,2,2,1,2,2,2,2,2,1,1,3,0.98007152863766
771,45.536952,-73.621647,24661521,4984,MONTREAL,H2R1K6,H2R,6,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,1,4,2,3,2,0,2,6,1,1,2,2,1,1,3,2,1,2,1,1,1,1,2.30148156975812
772,45.590141,-73.510908,24660092,4986,MONTREAL,H1L5V3,H1L,13,1,1,1,2, , ,3,1,2,2,2,2,3,1,2,1,1, , , ,2,2,2,1,4,1, ,1,9,2,1,1,1,2,1,1,1,2,1,2,1,1,2,0.98007152863766
773,45.523645,-73.682462,24660563,4995,SAINT-LAURENT,H4L4M6,H4L,27,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,4,4,2,2,1,1,4,1,1,3,3,2,1,3,3,1,1,1,1,2, ,0.91357010076408
774,45.566394,-73.660851,24662657,4996,MONTREAL,H2C1J1,H2C,9,1,1,2, , , , , , , , , , , , , , ,1, , ,4,1,4,2,3,1, ,2,6,1,1,2,2,4,1,3,2,1,2,1,1,2, ,0.5614779907308399
775,45.464892,-73.642983,24660865,5027,MONTREAL,H4V2H3,H4V,18,1,1,1,2, , ,4,4,1,2,2,2,2,1,2,1,1, , , ,3,6,2,4,4,3,0,1,9,2,2,3,3,3,4,1,3,2,1,2,2,1,3,0.76672607558491
776,45.507675,-73.830135,24662384,5042,PIERREFONDS,H8Z2B8,H8Z,25,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,3,1,4,4,4,2,0,1,4,1,1,3,3,3,1,3,3,2,1,1,1,1,1,0.81856585972332
777,45.613631,-73.547602,24662908,5058,ANJOU,H1K2P7,H1K,10,1,1,2, , , , , , , , , , , , , , ,97, , ,4,2,3,2,4,2,0,2,4,1,1,1,1,4,1,2,2,2,2,1,1,2, ,0.5614779907308399
778,45.540173,-73.602885,24661648,5102,MONTREAL,H2S2B9,H2S,4,1,1,1,1, , ,2,1,2,2,2,2,1,2,1,1,2, , , ,2,1,2,1,4,1, ,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,0.98007152863766
779,45.5552556624569,-73.6174629628658,24662626,5119,MONTREAL,H2E,H2E,6,1,1,1,2,3, ,2,2,1,2,2,2,3,2,2,1,2, , , ,2,1,4,1,4,2,2,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,1,0.91357010076408
780,45.540255,-73.696618,24662560,5125,MONTREAL,H3M1K6,H3M,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,3,4,4,1, ,2,1,1,2,2,2,4,3,2,3,2,2,1,2,2, ,0.5614779907308399
781,45.64036,-73.589805,24662883,5136,POINTE-AUX-TREMBLES,H1E6C8,H1E,3,1,1,1,2, , ,3,3,2,2,2,1,3,1,1,1,1, , , ,2,1,4,1,4,2,1,1,5,1,1,1,1,2,1,3,1,2,1,1,1,1,2,0.91357010076408
782,45.594984,-73.585722,24660290,5143,SAINT-LEONARD,H1P1P8,H1P,15,1,1,1,2, , ,4,2,1,2,2,1,3,2,1,1,2, , , ,3,4,1,4,4,2,0,1,1,1,1,1,1,3,3,1,3,2,1,1,1,1,3,0.81856585972332
783,45.442551,-73.665986,24663384,5145,LACHINE,H8S2T5,H8S,28,1,1,2, , , , , , , , , , , , , , ,1, , ,2,6,1,1,4,4,0,1,2,2,1,3,3,2,4,1,1,2,1,2,1,2, ,0.98007152863766
784,45.526662,-73.706027,24662501,5160,MONTREAL,H4J2E4,H4J,9,1,1,2, , , , , , , , , , , , , , ,11,16, ,1,1,4,1,4,6,2,1,4,1,2,2,2,1,1,3,1,2,1,1,2,2, ,2.30148156975812
785,45.552593,-73.614321,24662624,5162,MONTREAL,H2E2L5,H2E,6,1,1,2, , , , , , , , , , , , , , ,11, , ,3,1,2,2,4,2,0,2,6,2,1,2,2,3,1,1,2,2,2,2,1,2, ,0.76672607558491
786,45.566715,-73.661948,24662658,5176,MONTREAL,H2C1C2,H2C,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,1,4,1, ,2,2,1,1,2,2,4,3,3,1,2,2,1,1,2, ,0.5614779907308399
787,45.529319,-73.702473,24662569,5186,MONTREAL,H4J1Y8,H4J,9,1,1,2, , , , , , , , , , , , , , ,4,5, ,3,5,1,4,2,2,3,2,9,1,1,2,2,3,4,1,3,1,2,1,1,2, ,0.81856585972332
788,45.660341,-73.511529,24662921,5232,MONTREAL,H1A5H1,H1A,3,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,2, , , ,3,1,2,2,4,2,0,1,5,1,1,1,1,3,1,1,2,2,1,1,1,1,3,0.81856585972332
789,45.433492,-73.683158,24662193,5239,LACHINE,H8S2N6,H8S,28,1,1,2, , , , , , , , , , , , , , ,4, , ,3,5,4,2,4,1, ,1,1,1,1,3,3,3,4,3,2,2,1,1,1,2, ,0.81856585972332
